Scenario,Allocation,Client,Value,AverageRelativeImbalance
"All, Noise",gately_daily,Q,0.35332884370614137,0.5091179639324961
"All, Noise",gately_daily,S,0.34731777499253214,0.5091179639324961
"All, Noise",gately_daily,T,0.2867492776573381,0.5091179639324961
"All, Noise",gately_daily,U,0.3108763126010789,0.5091179639324961
"All, Noise",gately_daily,V,0.2986048468164842,0.5091179639324961
"All, Noise",gately_daily,W,0.275362266872665,0.5091179639324961
"All, Noise",gately_daily,Y,0.30638721675374053,0.5091179639324961
"All, Noise",gately_interval,A,0.5998478574387623,0.5091179639324961
"All, Noise",gately_interval,F,0.4379500350063105,0.5091179639324961
"All, Noise",gately_interval,G,0.596932442038815,0.5091179639324961
"All, Noise",gately_interval,H,0.16947587979425607,0.5091179639324961
"All, Noise",gately_interval,I,0.29138718856065,0.5091179639324961
"All, Noise",gately_interval,J,0.14339326323202256,0.5091179639324961
"All, Noise",gately_interval,K,0.18414136555884128,0.5091179639324961
"All, Noise",gately_interval,L,0.17907111418804458,0.5091179639324961
"All, Noise",gately_interval,N,0.18668658629657384,0.5091179639324961
"All, Noise",gately_interval,O,0.16809456188080277,0.5091179639324961
"All, Noise",gately_interval,Q,0.24111622516206868,0.5091179639324961
"All, Noise",gately_interval,S,0.2487299449044979,0.5091179639324961
"All, Noise",gately_interval,T,0.141117586397917,0.5091179639324961
"All, Noise",gately_interval,U,0.17083533605031778,0.5091179639324961
"All, Noise",gately_interval,V,0.13668137129789198,0.5091179639324961
"All, Noise",gately_interval,W,0.12357486014650419,0.5091179639324961
"All, Noise",gately_interval,Y,0.17491993456435564,0.5091179639324961
"All, Noise",full_cost,A,0.6567844806196799,0.5091179639324961
"All, Noise",full_cost,F,0.38645909627733094,0.5091179639324961
"All, Noise",full_cost,G,0.6378370609877426,0.5091179639324961
"All, Noise",full_cost,H,0.011803939095009536,0.5091179639324961
"All, Noise",full_cost,I,0.15616477813036447,0.5091179639324961
"All, Noise",full_cost,J,-0.034122325769459776,0.5091179639324961
"All, Noise",full_cost,K,0.025828986682365707,0.5091179639324961
"All, Noise",full_cost,L,0.029886109596969142,0.5091179639324961
"All, Noise",full_cost,N,0.04760112023765376,0.5091179639324961
"All, Noise",full_cost,O,0.013779504469796382,0.5091179639324961
"All, Noise",full_cost,Q,0.09982496167077086,0.5091179639324961
"All, Noise",full_cost,S,0.11885323075554073,0.5091179639324961
"All, Noise",full_cost,T,-0.03192502992033695,0.5091179639324961
"All, Noise",full_cost,U,0.009137425770363784,0.5091179639324961
"All, Noise",full_cost,V,-0.01613751184626684,0.5091179639324961
"All, Noise",full_cost,W,-0.047489887962033475,0.5091179639324961
"All, Noise",full_cost,Y,0.005563876771022073,0.5091179639324961
"All, Scenario",shapley,A,0.9510829211388953,0.845579437666977
"All, Scenario",shapley,F,0.57790734328548,0.845579437666977
"All, Scenario",shapley,G,0.9506138036677129,0.845579437666977
"All, Scenario",shapley,H,0.46622516632685856,0.845579437666977
"All, Scenario",shapley,I,0.6366395421689816,0.845579437666977
"All, Scenario",shapley,J,0.36967153896454175,0.845579437666977
"All, Scenario",shapley,K,0.5814188463589582,0.845579437666977
"All, Scenario",shapley,L,0.4156546771256983,0.845579437666977
"All, Scenario",shapley,N,0.4212757227750903,0.845579437666977
"All, Scenario",shapley,O,0.43490118290511076,0.845579437666977
"All, Scenario",shapley,Q,0.4761807943715643,0.845579437666977
"All, Scenario",shapley,S,0.35446448613993076,0.845579437666977
"All, Scenario",shapley,T,0.5834600549251869,0.845579437666977
"All, Scenario",shapley,U,0.43569683723013486,0.845579437666977
"All, Scenario",shapley,V,0.37504638715190897,0.845579437666977
"All, Scenario",shapley,W,0.5443270742625722,0.845579437666977
"All, Scenario",shapley,Y,0.5895749530532886,0.845579437666977
"All, Scenario",VCG,A,0.9723161818733926,0.845579437666977
"All, Scenario",VCG,F,0.421447505146612,0.845579437666977
"All, Scenario",VCG,G,0.9721442391931436,0.845579437666977
"All, Scenario",VCG,H,0.3622723713943032,0.845579437666977
"All, Scenario",VCG,I,0.5510481148565666,0.845579437666977
"All, Scenario",VCG,J,0.2563912549195157,0.845579437666977
"All, Scenario",VCG,K,0.5278860063496099,0.845579437666977
"All, Scenario",VCG,L,0.28385483839637077,0.845579437666977
"All, Scenario",VCG,N,0.35898486265494467,0.845579437666977
"All, Scenario",VCG,O,0.3416441369820183,0.845579437666977
"All, Scenario",VCG,Q,0.3388271758223141,0.845579437666977
"All, Scenario",VCG,S,0.18350344800307283,0.845579437666977
"All, Scenario",VCG,T,0.5440454541368606,0.845579437666977
"All, Scenario",VCG,U,0.32722009245340755,0.845579437666977
"All, Scenario",VCG,V,0.2871320719271858,0.845579437666977
"All, Scenario",VCG,W,0.44589980878260876,0.845579437666977
"All, Scenario",VCG,Y,0.5085099234521369,0.845579437666977
"All, Scenario",VCG_budget_balanced,A,0.9787280167066488,0.845579437666977
"All, Scenario",VCG_budget_balanced,F,0.47267996450609345,0.845579437666977
"All, Scenario",VCG_budget_balanced,G,0.9783091745315139,0.845579437666977
"All, Scenario",VCG_budget_balanced,H,0.40136861707845994,0.845579437666977
"All, Scenario",VCG_budget_balanced,I,0.5910218421646057,0.845579437666977
"All, Scenario",VCG_budget_balanced,J,0.2898098776146458,0.845579437666977
"All, Scenario",VCG_budget_balanced,K,0.5649250372246758,0.845579437666977
"All, Scenario",VCG_budget_balanced,L,0.3136980676637764,0.845579437666977
"All, Scenario",VCG_budget_balanced,N,0.40309680741968595,0.845579437666977
"All, Scenario",VCG_budget_balanced,O,0.3769792644195054,0.845579437666977
"All, Scenario",VCG_budget_balanced,Q,0.3796862950050362,0.845579437666977
"All, Scenario",VCG_budget_balanced,S,0.22629038502663223,0.845579437666977
"All, Scenario",VCG_budget_balanced,T,0.5735378008074171,0.845579437666977
"All, Scenario",VCG_budget_balanced,U,0.36950043642339897,0.845579437666977
"All, Scenario",VCG_budget_balanced,V,0.3187726164054072,0.845579437666977
"All, Scenario",VCG_budget_balanced,W,0.4781750614865514,0.845579437666977
"All, Scenario",VCG_budget_balanced,Y,0.5440685658383356,0.845579437666977
"All, Scenario",gately_daily,A,0.976052184438682,0.845579437666977
"All, Scenario",gately_daily,F,0.476802044213467,0.845579437666977
"All, Scenario",gately_daily,G,0.9761306525245801,0.845579437666977
"All, Scenario",gately_daily,H,0.41619147902105824,0.845579437666977
"All, Scenario",gately_daily,I,0.5926493021890823,0.845579437666977
"All, Scenario",gately_daily,J,0.30633400603350136,0.845579437666977
"All, Scenario",gately_daily,K,0.5770696876138741,0.845579437666977
"All, Scenario",gately_daily,L,0.3323385934744037,0.845579437666977
"All, Scenario",gately_daily,N,0.41265545828876876,0.845579437666977
"All, Scenario",gately_daily,O,0.400202401426988,0.845579437666977
"All, Scenario",gately_daily,Q,0.38780049603249095,0.845579437666977
"All, Scenario",gately_daily,S,0.23196300553902444,0.845579437666977
"All, Scenario",gately_daily,T,0.5843562584854175,0.845579437666977
"All, Scenario",gately_daily,U,0.3874410955675841,0.845579437666977
"All, Scenario",gately_daily,V,0.34555435009854635,0.845579437666977
"All, Scenario",gately_daily,W,0.49331573054511785,0.845579437666977
"All, Scenario",gately_daily,Y,0.5531271381220108,0.845579437666977
"All, Scenario",gately_interval,A,0.9797616160626982,0.845579437666977
"All, Scenario",gately_interval,F,0.46947572946844546,0.845579437666977
"All, Scenario",gately_interval,G,0.9792606449142228,0.845579437666977
"All, Scenario",gately_interval,H,0.39763144246101906,0.845579437666977
"All, Scenario",gately_interval,I,0.5889302251338182,0.845579437666977
"All, Scenario",gately_interval,J,0.2867160417537293,0.845579437666977
"All, Scenario",gately_interval,K,0.562132403320643,0.845579437666977
"All, Scenario",gately_interval,L,0.3118642560903429,0.845579437666977
"All, Scenario",gately_interval,N,0.39749827766147733,0.845579437666977
"All, Scenario",gately_interval,O,0.3741844190313264,0.845579437666977
"All, Scenario",gately_interval,Q,0.37669827233596914,0.845579437666977
"All, Scenario",gately_interval,S,0.22344992544460401,0.845579437666977
"All, Scenario",gately_interval,T,0.572201419925509,0.845579437666977
"All, Scenario",gately_interval,U,0.36464167464632524,0.845579437666977
"All, Scenario",gately_interval,V,0.31574959628193244,0.845579437666977
"All, Scenario",gately_interval,W,0.47358417401348374,0.845579437666977
"All, Scenario",gately_interval,Y,0.5395783115709353,0.845579437666977
"All, Scenario",full_cost,A,0.9869290747841161,0.845579437666977
"All, Scenario",full_cost,F,0.4552128403577447,0.845579437666977
"All, Scenario",full_cost,G,0.9854118227777631,0.845579437666977
"All, Scenario",full_cost,H,0.3647131073076089,0.845579437666977
"All, Scenario",full_cost,I,0.5696899331974208,0.845579437666977
"All, Scenario",full_cost,J,0.2578978414770158,0.845579437666977
"All, Scenario",full_cost,K,0.5405568632854655,0.845579437666977
"All, Scenario",full_cost,L,0.29424706723949073,0.845579437666977
"All, Scenario",full_cost,N,0.3643962920724466,0.845579437666977
"All, Scenario",full_cost,O,0.3467906604712115,0.845579437666977
"All, Scenario",full_cost,Q,0.3494856711896097,0.845579437666977
"All, Scenario",full_cost,S,0.20188286328891422,0.845579437666977
"All, Scenario",full_cost,T,0.5531051467722045,0.845579437666977
"All, Scenario",full_cost,U,0.3303572639716713,0.845579437666977
"All, Scenario",full_cost,V,0.2880877878348624,0.845579437666977
"All, Scenario",full_cost,W,0.44589980878257823,0.845579437666977
"All, Scenario",full_cost,Y,0.5116257500202157,0.845579437666977
"Nucleolus, Noise",shapley,A,0.6133679984192005,0.5227070447872262
"Nucleolus, Noise",shapley,F,0.42933300875352115,0.5227070447872262
"Nucleolus, Noise",shapley,G,0.6202590956934262,0.5227070447872262
"Nucleolus, Noise",shapley,H,0.12747053818182716,0.5227070447872262
"Nucleolus, Noise",shapley,I,0.28746477152974825,0.5227070447872262
"Nucleolus, Noise",shapley,K,0.1755078297671052,0.5227070447872262
"Nucleolus, Noise",shapley,L,0.15410549760436845,0.5227070447872262
"Nucleolus, Noise",shapley,Q,0.1926525348679985,0.5227070447872262
"Nucleolus, Noise",shapley,S,0.24741381092300757,0.5227070447872262
"Nucleolus, Noise",shapley,U,0.1268584058305036,0.5227070447872262
"Nucleolus, Noise",VCG,A,0.3684694430137789,0.5227070447872262
"Nucleolus, Noise",VCG,F,0.19501983729459965,0.5227070447872262
"Nucleolus, Noise",VCG,G,0.3809759666546352,0.5227070447872262
"Nucleolus, Noise",VCG,H,-0.020236462613117106,0.5227070447872262
"Nucleolus, Noise",VCG,I,0.11565869432346602,0.5227070447872262
"Nucleolus, Noise",VCG,K,0.04106671152003946,0.5227070447872262
"Nucleolus, Noise",VCG,L,0.012519270243218757,0.5227070447872262
"Nucleolus, Noise",VCG,Q,-0.0008500499185410021,0.5227070447872262
"Nucleolus, Noise",VCG,S,0.06879118829995942,0.5227070447872262
"Nucleolus, Noise",VCG,U,-0.002610071059328404,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,A,0.6081832339913105,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,F,0.4130869256611624,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,G,0.6180226458456867,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,H,0.15772803903907634,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,I,0.3083267716794703,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,K,0.2332521377204286,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,L,0.19208971110478779,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,Q,0.2032062447356827,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,S,0.2751493774494602,0.5227070447872262
"Nucleolus, Noise",VCG_budget_balanced,U,0.17461587893421662,0.5227070447872262
"Nucleolus, Noise",gately_daily,A,0.5756844231317146,0.5227070447872262
"Nucleolus, Noise",gately_daily,F,0.45178676249602706,0.5227070447872262
"Nucleolus, Noise",gately_daily,G,0.5844435123657247,0.5227070447872262
"Nucleolus, Noise",gately_daily,H,0.3013477998109592,0.5227070447872262
"Nucleolus, Noise",gately_daily,I,0.39437902797957336,0.5227070447872262
"Nucleolus, Noise",gately_daily,K,0.34051873795464516,0.5227070447872262
"Nucleolus, Noise",gately_daily,L,0.3182573625810589,0.5227070447872262
"Nucleolus, Noise",gately_daily,Q,0.312296624389747,0.5227070447872262
"Nucleolus, Noise",gately_daily,S,0.3547292967000897,0.5227070447872262
"Nucleolus, Noise",gately_daily,U,0.31449586776729455,0.5227070447872262
"Nucleolus, Noise",gately_interval,A,0.6119494963914778,0.5227070447872262
"Nucleolus, Noise",gately_interval,F,0.41147831294157683,0.5227070447872262
"Nucleolus, Noise",gately_interval,G,0.6209383925766068,0.5227070447872262
"Nucleolus, Noise",gately_interval,H,0.14335905730622672,0.5227070447872262
"Nucleolus, Noise",gately_interval,I,0.2995313636574668,0.5227070447872262
"Nucleolus, Noise",gately_interval,K,0.21799417703167012,0.5227070447872262
"Nucleolus, Noise",gately_interval,L,0.179040022345921,0.5227070447872262
"Nucleolus, Noise",gately_interval,Q,0.19166290867144753,0.5227070447872262
"Nucleolus, Noise",gately_interval,S,0.2607386305595249,0.5227070447872262
"Nucleolus, Noise",gately_interval,U,0.16019317472917827,0.5227070447872262
"Nucleolus, Noise",full_cost,A,0.6640490579701711,0.5227070447872262
"Nucleolus, Noise",full_cost,F,0.34280143929964924,0.5227070447872262
"Nucleolus, Noise",full_cost,G,0.666852372170616,0.5227070447872262
"Nucleolus, Noise",full_cost,H,0.0011162743568751239,0.5227070447872262
"Nucleolus, Noise",full_cost,I,0.1733921424172527,0.5227070447872262
"Nucleolus, Noise",full_cost,K,0.056431293346008264,0.5227070447872262
"Nucleolus, Noise",full_cost,L,0.039323463011706895,0.5227070447872262
"Nucleolus, Noise",full_cost,Q,0.03974392883497637,0.5227070447872262
"Nucleolus, Noise",full_cost,S,0.10647741954320038,0.5227070447872262
"Nucleolus, Noise",full_cost,U,0.008806960391644596,0.5227070447872262
"Nucleolus, Noise",nucleolus,A,0.5744438997100739,0.5227070447872262
"Nucleolus, Noise",nucleolus,F,0.45364954139326863,0.5227070447872262
"Nucleolus, Noise",nucleolus,G,0.5832660387104496,0.5227070447872262
"Nucleolus, Noise",nucleolus,H,0.35712605666820135,0.5227070447872262
"Nucleolus, Noise",nucleolus,I,0.355731829944676,0.5227070447872262
"Nucleolus, Noise",nucleolus,K,0.4213026522384826,0.5227070447872262
"Nucleolus, Noise",nucleolus,L,0.40559599460247475,0.5227070447872262
"Nucleolus, Noise",nucleolus,Q,0.2846929773762733,0.5227070447872262
"Nucleolus, Noise",nucleolus,S,0.3257918619190057,0.5227070447872262
"Nucleolus, Noise",nucleolus,U,0.43005486958448685,0.5227070447872262
"Nucleolus, Scenario",shapley,A,0.9541595655338441,0.8528761935478409
"Nucleolus, Scenario",shapley,F,0.575070207228711,0.8528761935478409
"Nucleolus, Scenario",shapley,G,0.9535050861401904,0.8528761935478409
"Nucleolus, Scenario",shapley,H,0.4593263920232858,0.8528761935478409
"Nucleolus, Scenario",shapley,I,0.6296775561806142,0.8528761935478409
"Nucleolus, Scenario",shapley,K,0.5754835757340809,0.8528761935478409
"Nucleolus, Scenario",shapley,L,0.41767582274868864,0.8528761935478409
"Nucleolus, Scenario",shapley,Q,0.47368109109380835,0.8528761935478409
"Nucleolus, Scenario",shapley,S,0.35350146919071346,0.8528761935478409
"Nucleolus, Scenario",shapley,U,0.40251356946721384,0.8528761935478409
"Nucleolus, Scenario",VCG,A,0.9750485539413555,0.8528761935478409
"Nucleolus, Scenario",VCG,F,0.41519543188897357,0.8528761935478409
"Nucleolus, Scenario",VCG,G,0.9741473185326652,0.8528761935478409
"Nucleolus, Scenario",VCG,H,0.3549156425285887,0.8528761935478409
"Nucleolus, Scenario",VCG,I,0.5463975300926063,0.8528761935478409
"Nucleolus, Scenario",VCG,K,0.5199755939960291,0.8528761935478409
"Nucleolus, Scenario",VCG,L,0.28552058304392697,0.8528761935478409
"Nucleolus, Scenario",VCG,Q,0.33650677449536476,0.8528761935478409
"Nucleolus, Scenario",VCG,S,0.1896958053349961,0.8528761935478409
"Nucleolus, Scenario",VCG,U,0.2885514081590068,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,A,0.9811655997858467,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,F,0.4663285336097947,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,G,0.9804249094200513,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,H,0.3927572446416988,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,I,0.5846480702413998,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,K,0.5568996519769692,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,L,0.31400712276235454,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,Q,0.378897501916813,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,S,0.23251059449850903,0.8528761935478409
"Nucleolus, Scenario",VCG_budget_balanced,U,0.32982583509377217,0.8528761935478409
"Nucleolus, Scenario",gately_daily,A,0.9783018924567644,0.8528761935478409
"Nucleolus, Scenario",gately_daily,F,0.4707023980351685,0.8528761935478409
"Nucleolus, Scenario",gately_daily,G,0.9779480231265711,0.8528761935478409
"Nucleolus, Scenario",gately_daily,H,0.40907386122519973,0.8528761935478409
"Nucleolus, Scenario",gately_daily,I,0.5895893211583023,0.8528761935478409
"Nucleolus, Scenario",gately_daily,K,0.5709841937586375,0.8528761935478409
"Nucleolus, Scenario",gately_daily,L,0.3351684492228802,0.8528761935478409
"Nucleolus, Scenario",gately_daily,Q,0.39196520104785404,0.8528761935478409
"Nucleolus, Scenario",gately_daily,S,0.2402844673369806,0.8528761935478409
"Nucleolus, Scenario",gately_daily,U,0.3552363873987173,0.8528761935478409
"Nucleolus, Scenario",gately_interval,A,0.9819897826104456,0.8528761935478409
"Nucleolus, Scenario",gately_interval,F,0.4637554649228065,0.8528761935478409
"Nucleolus, Scenario",gately_interval,G,0.9810779958018491,0.8528761935478409
"Nucleolus, Scenario",gately_interval,H,0.3891934045963808,0.8528761935478409
"Nucleolus, Scenario",gately_interval,I,0.5837904257088983,0.8528761935478409
"Nucleolus, Scenario",gately_interval,K,0.5541909777389632,0.8528761935478409
"Nucleolus, Scenario",gately_interval,L,0.311610048727567,0.8528761935478409
"Nucleolus, Scenario",gately_interval,Q,0.37674409143560583,0.8528761935478409
"Nucleolus, Scenario",gately_interval,S,0.23004786553245837,0.8528761935478409
"Nucleolus, Scenario",gately_interval,U,0.32510964332954106,0.8528761935478409
"Nucleolus, Scenario",full_cost,A,0.9881130968296014,0.8528761935478409
"Nucleolus, Scenario",full_cost,F,0.4540335504164671,0.8528761935478409
"Nucleolus, Scenario",full_cost,G,0.9850886097288891,0.8528761935478409
"Nucleolus, Scenario",full_cost,H,0.3597882516255605,0.8528761935478409
"Nucleolus, Scenario",full_cost,I,0.5679122008068047,0.8528761935478409
"Nucleolus, Scenario",full_cost,K,0.5327378094083226,0.8528761935478409
"Nucleolus, Scenario",full_cost,L,0.29026159726239376,0.8528761935478409
"Nucleolus, Scenario",full_cost,Q,0.3496738721182865,0.8528761935478409
"Nucleolus, Scenario",full_cost,S,0.21307357615782135,0.8528761935478409
"Nucleolus, Scenario",full_cost,U,0.29388554615420037,0.8528761935478409
"Nucleolus, Scenario",nucleolus,A,0.9825671753847293,0.8528761935478409
"Nucleolus, Scenario",nucleolus,F,0.4620027962116589,0.8528761935478409
"Nucleolus, Scenario",nucleolus,G,0.9817980983696027,0.8528761935478409
"Nucleolus, Scenario",nucleolus,H,0.38491255853731965,0.8528761935478409
"Nucleolus, Scenario",nucleolus,I,0.5811883521099169,0.8528761935478409
"Nucleolus, Scenario",nucleolus,K,0.5520356451853199,0.8528761935478409
"Nucleolus, Scenario",nucleolus,L,0.30922461372698373,0.8528761935478409
"Nucleolus, Scenario",nucleolus,Q,0.37093441868424515,0.8528761935478409
"Nucleolus, Scenario",nucleolus,S,0.22842349272749482,0.8528761935478409
"Nucleolus, Scenario",nucleolus,U,0.3312358188568402,0.8528761935478409
